card_id,name,yomi,cost,type,power,effect,lore,set,tag
127,クナイワシの握り,クナイワシの握り / くないわしのにぎり,2,魚,400,共鳴召喚：[魚]、「シャリエエネルギー」攻撃できない。相手のモンスターはこれにしか攻撃できない。破壊時、相手に1200ダメージ、相手のマナ-2。,クナイのような形状の体を持つイワシの一種の握り。通常のイワシよりもクセの少ない風味で食べやすいが、希少価値も高い。クナイ状の飾り包丁を施すのが一般的。,MCS12-美食の探求,#モンスターカード
128,自立機トラックマン,自立機トラックマン / おーとましんとらっくまん,2,機械,100,場に出た時、自分の[機械]が2体以上場にいるなら、自分は1枚引く。(これをタップ) 自分のデッキから[部品]1枚までを手札に加える。(これを破壊) 自分の捨て札から[部品]1枚までを手札に加える。,物資運搬用コンテナを運ぶための駆動輪付きの台車。大昔の大戦において、物資が少なくなった際は運搬後に台車ごと部品として扱われた。,DES02-秘匿区域_グループ1,#モンスターカード
129,華奢な死霊術師,華奢な死霊術師 / きゃしゃなじゅじゅつし,2,"闇,ヒト",100,(これを破壊) 自分の捨て札から「華奢な死霊術師」以外の2コスト以下のモンスター1体までを出す。(これを破壊) 自分の捨て札が15枚以上なら、自分の捨て札から「華奢な死霊術師」以外のモンスター1体までを出す。,[オリカチケット/Miyabi]その身を捧げても現世に蘇らせたい両親の為、彼女は禁忌へと足を踏み入れた____,プロモーションカード,#モンスターカード #オリカ
130,いぬ,いぬ / いぬ,2,獣,200,庭の夕暮れに、影だけはまだ駆けていた。キラキラとした瞳が、胸の奥で静かに光る。,わん。,プロモーションカード,#モンスターカード
131,おしゃべりなオウム,おしゃべりなオウム / おしゃべりなおうむ,2,"鳥, 海賊",400,攻撃されない。(3) パワーが元より低いモンスター1体を破壊する。,エルダイド海賊の船長の相棒。たとえ仲間であっても主人の邪魔をする者には攻撃的な姿勢を取る。,プロモーションカード,#モンスターカード
132,おちゃめな魔法使い,おちゃめな魔法使い / おちゃめなまほうつかい,2,ヒト,500,(1) 50%の確率で、自分のデッキから魔法1枚までを手札に加える。,火山の近くの街にある、温泉旅館の娘。深夜に浴場を掃除していた時、寝ながら宙に浮いたモップを操っていることに気づき、魔法の習得を始めた。,CS03-共鳴地_グループ1,#モンスターカード
133,おちゃめな魔法使い,おちゃめな魔法使い / おちゃめなまほうつかい,2,ヒト,500,(1) 50%の確率で、自分のデッキから魔法1枚までを手札に加える。,【特別交換またはイベント配布】「何も考えない時間を作ることが上達へのはやみち...むにゃ...」,特別交換カード,#モンスターカード
134,かわいいあざらし,かわいいあざらし / かわいいあざらし,2,水,500,プレイヤーに攻撃できない。カードの破壊時、それを破壊する代わりにデッキの下に戻す。(これをタップ) 相手のモンスター1体を-500、自分を500回復。,イラスト/へっそ見ての通りかわいいあざらし謎の力で敵を粉砕するがなぜそうなるのか自分もよく分かってないらしい,プロモーションカード,#モンスターカード #オリカ
135,芽生えスライム,芽生えスライム / めばえすらいむ,2,"ザコ, 植物",400,場に出た時、自分のデッキから「ノーマルエネルギー」1枚までを手札に加える。,植物の種子を取り込んだスライム。光合成を行うことができる。,RP01-ランダムパスvol1_グループ7,#モンスターカード
136,ナイトスライム,ナイトスライム / ないとすらいむ,2,"ザコ, 騎士",300,場に出た時、これを=(自分の名前に「スライム」を含むモンスターの数×300)。(3) 自分のデッキから名前に「スライム」を含むモンスター1体までを出す。,ちょっとと強いスライム。頭の良さが評価され頑丈な鎧が送られたが、あまりにも重過ぎて辛いことを隠しているため、たまに仲間を呼んで代わりに戦ってもらう。,RP01-ランダムパスvol1_グループ7,#モンスターカード
137,アイアンローダー,アイアンローダー / あいあんろーだー,2,"機械, 玩具",300,場に出た時、相手のモンスター1体に300ダメージ。,堅牢性重視のヘビーリブシャーシを採用。サイドフリーコースで相手に道を譲らずに走ることが可能。,RP01-ランダムパスvol1_グループ2,#モンスターカード
138,アマビエ,アマビエ / あまびえ,2,"水, 妖怪",500,場に出た時、自分の[海]のフィールドが場にあるなら、自分を500回復。(自分の手札から[水]1枚を捨てる) 自分を300回復。,滅多に見ることができない海の妖怪。疫病退散のご利益があるとされる。,RP01-ランダムパスvol1_グループ1,#モンスターカード
139,イノシシ,イノシシ / いのしし,2,獣,600,,強力な突進をする獣。パワフルだが森には天敵が多く、こちらから襲わない限り相手をしない。最近は狩りの的になっている。,CS01-新天地_グループ1,#モンスターカード
140,ウサギ,ウサギ / うさぎ,2,獣,500,場に出た時、自分を300回復。,森に生息する長い耳を持つ動物。可愛らしい見た目から、ペットにする人が後を絶たない。,ベーシック,#モンスターカード
141,花禍の刺蜂,花禍の刺蜂 / かかのしほう,2,虫,300,場に出た時、自分の[花禍]のフィールドが場にあるなら、相手のモンスター1体に300ダメージ。(自分の手札から名前に「花禍」を含むカード1枚を捨てる)自分のデッキから[花禍]1枚までを出す。,花弁のような色合いの羽を持つ蜂。小型種は同種で争う性質を持ち、争った後の惨状はまさに花禍そのもの。,RP02-ランダムパスvol2_グループ1,#モンスターカード
142,自走式貯水機,自走式貯水機 / じそうしきちょすいき,2,"水,機械",400,(自分の手札から[水]1枚を捨てる)これにカウンター1個を乗せる。(カウンター-2)自分の捨て札から2コスト以下の[水]の魔法1枚までを手札に加える。,夜な夜な湖を徘徊するタンク。誰かが汚水処理の機械を改造して作ったと噂されている。,RP01-ランダムパスvol1_グループ3,#モンスターカード
143,自走式裁断機,自走式裁断機 / じそうしきさいだんき,2,機械,600,場に出た時、自分のデッキの上3枚を捨てる。,夜な夜な森を徘徊するシュレッダー。誰かが廃材処理の機械を改造して作ったと噂されている。,RP01-ランダムパスvol1_グループ3,#モンスターカード
144,アオガザミ,アオガザミ / あおがざみ,2,水,500,自分の他の[水]のモンスターが場に出た時、相手に100ダメージ。,ワタリガニとも呼ばれる食用のカニ。遊泳脚により素早く海中を移動し、小魚や貝などを捕食する。,RP01-ランダムパスvol1_グループ1,#モンスターカード
145,ナイトスライム,ナイトスライム / ないとすらいむ,2,"ザコ,騎士",300,場に出た時、これを=(自分の名前に「スライム」を含むモンスターの数×300)。(3)自分のデッキから名前に「スライム」を含むモンスター1体までを出す。,【特別交換またはイベント配布】「にゅるってるから全然平気！」,特別交換カード,#モンスターカード
146,戦闘兵器 : C,戦闘兵器 : C / せんとうへいき : C,2,機械,600,,作業用機械に大砲をつけた戦闘兵器。森での作業で使われ、安価な作りで大量生産が可能である。地域によってカラーリングが異なる。,CS01-新天地_グループ1,#モンスターカード
147,丸太のゴーレム,丸太のゴーレム / まるたのごーれむ,2,"地,ゴーレム",500,自分の[地]のエネルギーが場に無い時使用できず場に出せない。場に出た時、自分の手札からエネルギー1枚までをタップして出す。,人工的に造られたゴーレム。村の作業の手伝いや防衛に使用される。素材が安価であり、貧しい村でも見かけることがある。,DES01-闘争本能_グループ4,#モンスターカード
148,竜術師,竜術師 / りゅうじゅつし,2,ヒト,400,自分の手札の[竜術師]のコスト-1。場に出た時、自分のデッキから[竜術師]1枚までを手札に加える。,幼い頃に両親を亡くし、野生の竜と生活を共にするが、他の種族との戦闘により竜までもを失う。そのことから竜術師として修行を始め、禁断の竜術の習得を目指す。,STR03-古の竜術,#モンスターカード
149,魔石の精霊,魔石の精霊 / ませきのせいれい,2,妖精,300,場に出た時、自分のデッキから1コスト以下の魔法1枚までを手札に加える。,言葉の無い案内人に助けを求める時もあるだろう。,プレイヤーレベル (LV) 4達成,#モンスターカード
150,ブレイズスラスター,ブレイズスラスター / ぶれいずすらすたー,2,"機械,玩具",600,,最高速度重視のトップスピードシャーシを採用。空力を意識したボディでコースを大胆に駆け抜ける。,RP01-ランダムパスvol1_グループ2,#モンスターカード
151,フェアリードラゴン,フェアリードラゴン / ふぇありーどらごん,2,"夢,妖精,ドラゴン",500,場に出た時、自分のデッキから種別を持つエネルギー1枚までを手札に加える。,妖精のような羽を持つ竜。生態の多くが不明であり、異世界から来た生物とされている。,RP02-ランダムパスvol2_グループ2,#モンスターカード
152,フェアリー,フェアリー / ふぇありー,2,妖精,200,場に出た時、自分のデッキからエネルギー1枚までを手札に加える、自分を400回復。,平和な地域に生息する友好的な妖精。羽はあるものの、エネルギー無しでは飛ぶことができない。,CS01-新天地_グループ2,#モンスターカード
153,竜術師,竜術師 / りゅうじゅつし,2,ヒト,400,自分の手札の[竜術師]のコスト-1。場に出た時、自分のデッキから[竜術師]1枚までを手札に加える。,【特別交換またはイベント配布】「竜の力を目覚めさせる魔術、知りたくない？」,特別交換カード,#モンスターカード
154,ヒツジ,ヒツジ / ひつじ,2,獣,300,相手の効果で選ばれない。(1) 自分の[獣]が2体以上場にいるなら、自分は1枚引く。,主に家畜として飼われる動物。体毛の他、角や肉までもが取引されている。,DES01-闘争本能_グループ1,#モンスターカード
155,裂爪のラプトル,裂爪のラプトル / れっそうのらぷとる,2,恐竜,500,(自分の他の[恐竜]か[獣]1体を破壊) 相手のモンスター1体に600ダメージ。,素早い動きが特徴の小型の恐竜。群れで生活をし、他の恐竜や動物を捕食する。,STR05-太古の覇者,#モンスターカード
156,マスターゴブリン,マスターゴブリン / ますたーごぶりん,2,ゴブリン,700,,ゴブリンのトップ。必殺技「マスタースラッシュ」で相手を圧倒する。,オリカ-シーズン1,#モンスターカード #オリカ
157,手鏡の幽霊,手鏡の幽霊 / てかがみのゆうれい,2,幽霊,300,場に出た時、他のモンスター1体に100ダメージ。(1) 自分の手札かデッキから「手鏡の幽霊」1体までを出す。,鏡の世界に住む幽霊。手鏡は所有者の存在を近くで感じることができるため、寂しがり屋の幽霊に人気。,DES02-秘匿区域_グループ2,#モンスターカード
158,鬼火,鬼火 / おにび,2,"火,妖怪",100,場に出た時、相手のモンスター1体に (自分の捨て札の[妖怪]の枚数×300) ダメージ。,どこからともなく現れる火の塊のような妖怪。見た目より燃焼力は高い。,RP01-ランダムパスvol1_グループ4,#モンスターカード
159,傘化け,傘化け / かさばけ,2,妖怪,300,場に出た時、これを+300。(3) 自分の捨て札から「傘化け」1体までを出す。,破れて壊れた傘に魂が宿った妖怪。うっかり手に取ると襲われる。,STR07-妖の饗宴,#モンスターカード
160,ハブタエラプトル,ハブタエラプトル / はぶたえらぷとる,2,"鳥,恐竜",200,1ターンに2回攻撃できる。(2) [鳥]か[恐竜]1体は「場に出たターンでも攻撃できる。」を持つ。,羽と前足とを併せ持つ、クーフ地方に住む恐竜 (?)。羽が二重に見えることからこの名前がつけられた。鳥か恐竜かは定かではない。,プロモーションカード,#モンスターカード
161,ネクロマンサー,ネクロマンサー / ねくろまんさー,2,"闇,ヒト",300,場に出た時、自分の捨て札から1コスト以下のモンスター1体までを出す。(8) 自分の捨て札からモンスター1体までを出す。,物心がついた時には既に両親がおらず、街外れの通りで飢え死にしそうなところを天使に助けられた。数ある魔法から蘇生魔術を授かり、孤独を埋めて生活している。,STR06-屍の行進,#モンスターカード
162,バブルスライム,バブルスライム / ばぶるすらいむ,2,ザコ,300,自分の他の名前に「スライム」を含むモンスターが場に出た時、自分は1枚引く。,ドロドロに溶けながら泡を生み出すスライム。生物で言うところの「死」に近い状態とされている。,RP01-ランダムパスvol1_グループ4,#モンスターカード
163,断絶の魔導者,断絶の魔導者 / だんぜつのまどうしゃ,3,ヒト,100,場に出たターンでも攻撃できる。攻撃時、自分の手札から（自分のマナの数）コスト以下の魔法1枚までを使用する、これを3回行う。,[オリカチケット : Kaz]弱い自分が嫌だったから、魔法で身を固めた。,プロモーションカード,#モンスターカード #オリカ
164,秘薬の治療師,秘薬の治療師 / ひやくのちりょうし,3,ヒト,700,自分のターン終了時、自分を300回復。(2) 自分は1枚引く、自分の手札から1枚を捨てる。,一雫飲むだけで元気になる飲み薬を売っている謎の学者。実は危険な薬を作る目的で研究をしているとか。,RP01-ランダムパスvol1_グループ5,#モンスターカード
165,豊穣の女神,豊穣の女神 / ほうじょうのめがみ,3,"地,神",900,場に出た時、自分のデッキからエネルギー1枚までを出す。(3) 自分のデッキからエネルギー1枚までを出す、自分を300回復。,ファビドの隠された楽園に住む豊穣の神。生命力を増幅させる能力を持ち、万物に命を吹き込むことも可能。,オリカ-シーズン1,#モンスターカード #オリカ
166,碧い花,碧い花 / あおいはな,3,"植物,翼使い",700,場に出た時、自分を（相手のモンスターの最大パワー）回復。(2) 自分の翼が場にあるなら、自分を700回復。,根を足のようにして動く花。花の色によって生態が異なる。碧い個体は土壌を探索する他、動物やその死骸に直接器官を接続して栄養を摂取することもある。,DES01-闘争本能_グループ2,#モンスターカード
167,蟻司司令官,蟻司司令官 / ありしれいかん,3,"地,虫",1000,攻撃できない。場に出た時と (3) 、自分のデッキから[虫]1体までを「場に出た時、これを手札に戻す。」を持たせて出す。,[オリカチケット / 44170]女王蟻の右腕として働くアリ。全てのアリに指示を出し戦わせる。,プロモーションカード,#モンスターカード #オリカ
168,鉄鎧のアンキロ,鉄鎧のアンキロ / てつがいあんきろ,3,恐竜,500,これが受けるダメージを-300。(自分の他の[植物]1体を破壊) 自分は2枚引く。,丈夫な鎧のような甲羅をまとった恐竜。天敵から身を守る手段として、ハンマーのような尻尾も持っている。,STR05-太古の覇者,#モンスターカード
169,花禍の穿蜂,花禍の穿蜂 / かかかせんほう,3,"毒,虫",500,攻撃されない。モンスターとの戦闘時、戦闘相手のパワーで戦闘する。場に出た時、自分の[花畑]のフィールドが場にあるなら、これは「場に出たターンでも攻撃できる。」を持つ。,鮮やかな赤い羽を持ち、花に擬態する中型の蜂。羽音も無く獲物に近寄り、一瞬で命を奪う。,RP02-ランダムパスvol2_グループ1,#モンスターカード
170,撞木鮫,撞木鮫 / しゅもくざめ,3,"水,魚",700,場に出た時、自分の[海]のフィールドが場にあるなら、これを+300。(2) 相手の手札全てを公開する。,大きく離れた目を持ち、索敵を得意とする鮫。キュリアス海の個体は比較的浅い海域にも出てくることがあり、危険。,RP01-ランダムパスvol1_グループ1,#モンスターカード
171,蒼木蜘蛛,蒼木蜘蛛 / こけぼくぐも,3,"虫,罠使い",500,場に出た時、自分のデッキから罠1枚までを秘密裏に伏せる。(4)「攻撃されない。」を持つモンスター1体を破壊する。,森に生息する巨大な蜘蛛。枯れ木に擬態して獲物を捕らえる。,RP02-ランダムパスvol2_グループ6,#モンスターカード
172,銀雪の灰竜,銀雪の灰竜 / ぎんせつのかいりゅう,3,"水,ドラゴン",700,(1)これが「攻撃できない。」を持たないなら、モンスター1体に900ダメージ、これは「攻撃できない。」を持つ。(2)自分のデッキから名前に「銀雪」を含む魔法1枚までを手札に加える。,ディエティ山に突如現れた氷翼種の竜。気が荒いため積極的に縄張りを増やそうとする傾向にある。命の危機を感じた時、自らごと封じ込めるほどの氷のブレスをする。,MCS03-銀雪の伝承,#モンスターカード
173,斧の戦士,斧の戦士 / おののせんし,3,"地,ヒト",1000,自分の[地]のエネルギーが場に無い時使用できず場に出せない。モンスターへの攻撃時、相手に（これのパワー-それのパワー）ダメージ。,戦士に職を変えた元木こり。卓越した斧の扱いで魔物討伐に勤しむ。お酒が大好き。,CS01-新天地_グループ2,#モンスターカード
174,華乙女ベゴニア,華乙女ベゴニア / ふらわーめいでんべごにあ,3,"ヒト,植物",600,場に出た時、自分のモンスター1体にカウンター2個を乗せる。(カウンター-5)これを×2。,ベゴニアをコアブルームとする華乙女。秘められた赤の力が彼女のパワーを倍増させる。,RP01-ランダムパスvol1_グループ7,#モンスターカード
175,王国の参謀,王国の参謀 / おうこくのさんぼう,3,ヒト,600,場に出た時と（これをタップ）、自分のデッキから[戦法]1枚までを手札に加える。,数多の戦法から戦に最適なものを指示する元戦闘部隊の長。戦闘計画の思考だけでなく、騎士の指導補助も行う。,STR04-王国騎士団,#モンスターカード
176,血の鎌使い,血の鎌使い / ちのかまづかい,3,"ヒト,悪魔",1000,攻撃時、自分に500ダメージ。,非人道的な戦い方をしていた戦士が、死神と契約し悪魔へと姿を変え強大な力を手にした姿。鎌にこびりついた血は洗われることはない。,STR01-灼熱竜の咆哮,#モンスターカード
177,碑獣ガーヴ,碑獣ガーヴ / ひじゅうがーヴ,3,"地,獣",300,場に出た時、自分の手札から[地]のエネルギー1枚までをタップして出す。自分のターン終了時、これを破壊する、自分のデッキから1コスト以下かコストを持たない[地]1枚までを手札に加える。,緑の構造物に憑依された獣。継続的に大地のエネルギーを採取するようプログラムされている。,RP01-ランダムパスvol1_グループ6,#モンスターカード
178,軽魔法陣詠唱機,軽魔法陣詠唱機 / けいまほうじんえいしょうき,3,機械,300,攻撃できない。場に出た時、自分の手札から1枚を捨てる。（これをタップ）自分のデッキから2コスト以下のモンスター1体までを出す。,小型の魔法陣を詠唱するための機械。脚があるが魔力消費量の関係で詠唱中は動けない。,RP01-ランダムパスvol1_グループ3,#モンスターカード
179,自立機カメラマン,自立機カメラマン / おーとましんかめらまん,3,機械,700,場に出た時、相手の手札全てを公開する。（これを破壊）自分の捨て札から[部品]1枚までを手札に加える。,クローラーを持つ偵察型の機械。戦時中に利用された機械だが、オーナーを失った今でも撮影を続けている。,CS01-新天地_グループ3,#モンスターカード
180,極彩戦紙アマル,極彩戦紙アマル / くらふとばらいんあまる,3,"騎士,図工",1000,共鳴召喚:「彩戦紙トパーズ」、「彩戦紙インディゴ」自分のターン開始時、自分のマナ＋（これのカウンターの数）。自分のターン終了時、これにカウンターを（自分の残りエネルギーの数）個乗せる。,やがて満ちる。やがて腐る。ただそれだけ。,MCS08-彩衣の衝撃,#モンスターカード
181,火口の溶魚,火口の溶魚 / かこうのようぎょ,3,"火,魚",600,相手のモンスターが場に出た時、それに300ダメージ。(2) 自分のデッキから名前に「火口」を含むカード1枚までを手札に加える。,溶岩の中を生息地とする魚。全身から取り込んだ熱をエネルギーとしている。,RP01-ランダムパスvol1_グループ8,#モンスターカード
182,滝壺蟹,滝壺蟹 / たきつぼがに,3,水,800,自分のターン終了時、相手のデッキの上1枚を捨てる。,滝状の器官を持つ巨大な蟹。長く生きている個体の滝には、生態系が構築されていることもある。,RP02-ランダムパスvol2_グループ5,#モンスターカード
183,部隊指揮官,部隊指揮官 / ぶたいしきかん,3,"ヒト,騎士",500,場に出た時、自分の[騎士]1体を+300。(3) 自分のデッキから2コスト以下の[騎士]1体までを出す。,前線部隊で指揮を執る騎士。戦況を汲み取り、最適な戦闘手段を指示しつつ自らも剣を振るう。,STR04-王国騎士団,#モンスターカード
184,紅天狗茸の魔物,紅天狗茸の魔物 / べにてんぐたけのまもの,3,"毒,植物",500,破壊時、相手のランダムなモンスター1体を破壊する。,赤い茸の見た目をした魔物。死に際に猛毒を散布し、周囲の生物を死に至らしめる。,RP01-ランダムパスvol1_グループ5,#モンスターカード
185,海風の略奪者,海風の略奪者 / うみかぜのりゃくだつしゃ,3,"ヒト,海賊",500,場に出たターンでも攻撃できる。相手への攻撃時、自分は1枚引く。,大きな船で航海をしながら商船を襲い、物品を奪って生活するならず者。取り締まりの厳しい昨今では、奪取計画を素早く実行するため、軽装備が基本である。,CS02-未開地_グループ2,#モンスターカード
186,海の亡霊,海の亡霊 / うみのぼうれい,3,"水,幽霊",300,自分の[水]のエネルギーが場に無い時使用できず場に出せない。場に出た時、自分は2枚引く。(4) 自分のデッキか捨て札から「海の亡霊」1体までを出す。,,STR09-真なる力_グループ3,#モンスターカード
187,火車,火車 / かしゃ,3,"火,妖怪",200,場に出た時、相手のモンスター1体に600ダメージ。自分の他の[火]か[妖怪]モンスターが場に出た時、相手のモンスター1体に200ダメージ。,火がついた車輪と鬼の面を持ち、死骸を漁る妖怪。持ち去った体はどこかに貯蓄されている。,STR07-妖の饗宴,#モンスターカード
188,糸動奇 柱,糸動奇 柱 / しどうき はしら,3,"地,機械",600,"(3) 自分のデッキから2コスト以下の[地,機械]1体までを出す。(3) モンスター1体に600ダメージ。",様々な加工や製造を担う木製の機械。脚はあるが動くことはほとんど無く、ひたすら同じ動作をする。,MCS06-糸動の弦楽,#モンスターカード
189,竜討毒の鳥,竜討毒の鳥 / りゅううちどくのとり,3,"毒,鳥",500,場に出た時、以下から1つ選ぶ。①[ドラゴン]1体を破壊する。②他のモンスター1体を-400。,竜との戦闘で勝ち残り続けてきた大きい鳥。体内に蓄えた強力な毒は、攻撃手段以外に捕食された時にも機能する。,CS03-共鳴地_グループ2,#モンスターカード
190,絵画の幽霊,絵画の幽霊 / かいがのゆうれい,3,"幽霊,図工",1000,攻撃できない。(2) モンスター1体の効果を消す。,誰もいない洋館に放置された絵画の中の幽霊。色を消す筆を操作し、外界から周囲の色を消し続けている。訪れた者が恐怖のあまりその絵筆で幽霊ごと消し去ると、瞬時に実体化して襲う。,プロモーションカード [2024ハロウィン特典],#モンスターカード
191,炎鱗の鮫,炎鱗の鮫 / えんりんのさめ,3,"火,魚",700,破壊時、相手に300ダメージ。(自分の手札から[火]1枚を捨てる) 相手に100ダメージ。,ドレープ海域の一部に生息する炎鱗を持つ鮫。漁に大きな被害をもたらすため、狩猟対象に指定されている。,MCS05-炎鱗の舞踏,#モンスターカード
192,豹紋蛸,豹紋蛸 / ひょうもんだこ,3,"水,毒",600,自分の[海]のフィールドが場にある時は相手の効果で選ばれない。モンスターとの戦闘時、戦闘相手のパワーで戦闘する。,強力な毒を有するタコ。普段は擬態して姿を隠しているが、身の危険を察知すると青い模様が体表に現れる。,RP02-ランダムパスvol2_グループ6,#モンスターカード
193,炎鱗鬼ヴァサゴ,炎鱗鬼ヴァサゴ / えんりんきうぁさご,3,"火,ヒト,獣",600,場に出たターンでも攻撃できる。自分の手札の[火]のコスト-1。自分の[火]の使用時、相手に300ダメージ、これを+100、自分は1枚引く。場に出た時、自分の捨て札の[火]が7枚以下なら、これを破壊する。,[オリカチケット/Nagi]極限までの武を追い求めた結果、耐えの策を捨て、一瞬で相手を殺し切ることに特化した闘士。その姿が鬼のように見えるのは、理由があるのだとか。,プロモーションカード,#モンスターカード #オリカ
194,蒼炎の化身,蒼炎の化身 / そうえんのけしん,3,"火,妖精",500,自分の[火]のエネルギーが場に無い時使用できず場に出せない。場に出た時と攻撃時と破壊時、相手に300ダメージ。,,STR09-真なる力_グループ2,#モンスターカード
195,毒沼の竜,毒沼の竜 / どくぬまのりゅう,3,"毒,ドラゴン",700,場に出た時、相手のモンスター1体を-300。(5) 相手のモンスター1体を破壊する。,森林地帯の内部に存在する毒沼に生息するドラゴン。特殊な外皮と毒を分解する成分を持ち、沼の毒を戦闘手段として用いる。,STR03-古の竜術,#モンスターカード
196,自律機フォースマン,自律機フォースマン / ふるおーとましんふぉーすまん,3,機械,300,場に出た時、自分のデッキからエネルギー1枚までを手札に加える。(自分の手札から[部品]1枚を捨てる) 自分のマナ+1。,クローラーとエンジンにより稼働する機械。元はアームがあったが他の用途により消滅、他の機械に軸を接続することで動力を提供している。,DES02-秘匿区域_グループ1,#モンスターカード
197,樹葉の幽霊,樹葉の幽霊 / じゅようのゆうれい,3,"地,幽霊",400,場に出た時、自分は1枚引く。(1) 自分の手札かデッキから「樹葉の幽霊」1体までを出す。,ヒトが作った葉っぱの山から生まれる幽霊。綺麗な緑を取り戻し、森林へ帰っていくことが多い。,DES02-秘匿区域_グループ2,#モンスターカード
198,火の魔法使い,火の魔法使い / ひのまほうつかい,3,"火,ヒト",500,場に出た時、相手に500ダメージ。(2) 自分のデッキから[火]1枚までを手札に加える。,元は魔法族の村の定食屋で働いていた。ある時火を自在に操る能力があることに気付き料理長にまで昇進したものの、その後魔法使いとしての道を選んだ。,STR01-灼熱竜の咆哮,#モンスターカード
199,精神の鏡,精神の鏡 / せいしんのかがみ,3,悪魔,300,場に出た時、これのパワー= (モンスターの最大パワー)。,大きな鏡に取り憑いた悪魔。強き者の魂や心を取り込み、力を蓄える。,CS04-覚醒地_グループ2,#モンスターカード
200,蜂軍団長,蜂軍団長 / はちぐんだんちょう,3,"毒,虫",600,モンスターとの戦闘時、戦闘相手のパワーで戦闘する。場に出た時、自分のデッキから1コスト以下の[虫]3体までを出す、自分のモンスター全てにカウンター1個を乗せる。,[オリカチケット/44170]蜂の女帝の右腕として働くハチ。全てのハチと力を合わせて戦う。,プロモーションカード,#モンスターカード #オリカ
201,華乙女タンブル,華乙女タンブル / ふらわーめいでんたんぶる,3,"ヒト,植物",600,場に出たターンでも攻撃できる。(カウンター-5) 自分の手札かデッキか捨て札から「華乙女タンブル」2体までを場に出す。,タンブルウィードをコアブルームとする華乙女。秘められた緑（？）力が結束の鍵となる。,RP01-ランダムパスvol1_グループ7,#モンスターカード
202,古城の呪剣,古城の呪剣 / こじょうのじゅけん,3,"闇,装備",1000,共鳴召喚：[装備]×2自分のターン開始時、自分のデッキから[装備]1枚までを使用する。場に出た時、相手のモンスター1体を破壊する。,かつてディエティの勇者が振るっていた大剣。主無き今でも、近づく冒険者を呪い殺し続けている。,RP02-ランダムパスvol2_グループ8,#モンスターカード
203,鳥飼いの魔女,鳥飼いの魔女 / とりかいのまじょ,3,"闇,ヒト",400,場に出た時、自分のデッキから2コスト以下の[鳥]1体までを出す。(3) モンスター1体に（自分の捨て札の[鳥]の枚数×300）ダメージ。,小さなバードショップを営む魔女。隠れて死んだ鳥の魂を用いた実験をしており、最終的には自身が鳥と同化することを目標としている。,CS03-共鳴地_グループ2,#モンスターカード
204,尖晶石の精霊,尖晶石の精霊 / すぴねる・すぴりっと,3,"妖精,宝石",600,場に出た時、以下からランダムに1つ行う。自分の[宝石]が2体以上場にいるなら、全て行う。①これは「場に出たターンでも攻撃できる。」を持つ。②自分を500回復。,[一周年記念]尖晶石でできた体を操る精霊。動物のような形態を取り足で走っているように見えるが、移動する際は浮遊している。,プロモーションカード,#モンスターカード
205,トライデントマスター,トライデントマスター / とらいでんとますたー,3,水,300,場に出たターンでも攻撃できる。場に出た時と攻撃時、自分は3枚引く。,[アカウント登録数300突破記念]普段は深海の都に住む神の使い手。激しい争いが起きるとそれを鎮めに現れる。彼女が持つ槍の三叉には、それぞれ違う力が宿っているのだとか。,プロモーションカード,#モンスターカード #オリカ
206,尖晶石の少女,尖晶石の少女 / すぴねる・あうーる,3,"ヒト,宝石",300,場に出た時、未来を照らす。,それまでは何も分からなかった。薄い草木の香りも、照り返す川のせせらぎも、全てがそれを否定しているようだった。時間の境目で彼女と出会うまで、殻に閉じこもったまま、底の見えない黒い海が自分を飲み込んでいた。,MCS09-未来永劫_グループ3,#モンスターカード
207,陽器ソル,陽器ソル / ようきそる,3,"天使,遺物",500,相手のモンスターはプレイヤーに攻撃できない。自分の[光]の使用時、自分の捨て札から3コスト以下の「相手のモンスターはプレイヤーに攻撃できない。」を持つモンスター1体までを出す。,太陽光を動力とする古代の防御兵器。かつての大戦争の際に大半が利用され、破壊されていった。,MCS11-陽器の鳴動,#モンスターカード
208,宝石姫ルビー,宝石姫ルビー / ほうせききるびー,3,"宝石,人魚",700,自分のターン開始時、相手に300ダメージ。場に出た時、自分のライフが相手より2000以上低いなら、相手に1000ダメージ。,海底の奥底に存在する城に住む人魚。「復讐」を司り、魔石の力を利用して戦場を灰にする。,CS03-共鳴地_グループ2,#モンスターカード
209,宝石姫トパーズ,宝石姫トパーズ / ほうせききとぱーず,3,"宝石,人魚",700,自分のターン開始時、自分を300回復。場に出た時、自分のライフが相手より2000以上低いなら、自分は3枚引く。,海底の奥底に存在する城に住む人魚。「慈愛」を司り、魔石の力を利用して味方の修復を行う。,CS03-共鳴地_グループ2,#モンスターカード
210,宝石姫サファイア,宝石姫サファイア / ほうせききさふぁいあ,3,"宝石,人魚",700,相手のモンスターはプレイヤーに攻撃できない。場に出た時、自分のライフが相手より2000以上低いなら、他のモンスター全ては「攻撃できない。」を持つ。,海底の奥底に存在する城に住む人魚。「平穏」を司り、魔石の力を利用して戦場の鎮静化を図る。,CS02-未開地_グループ2,#モンスターカード
